JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2433913.4	8.25			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433913.5	8.54			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433916.5	8.68			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433916.6	8.2			Vis.	GRM								V				R CAM		STD				
2433918.3	8.15			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2433918.5	8.68			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433918.6	8.3			Vis.	OV								V				R CAM		STD				
2433918.7	8.3			Vis.	BC								V				R CAM		STD				
2433918.7	8.1			Vis.	BGD								V				R CAM		STD				
2433919.4	8.25			Vis.	SHWL								Z				R CAM	BAA-VSS	STD				BAAVSS
2433923.3	8.24			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433925.7	8.2			Vis.	BGD								V				R CAM		STD				
2433925.7	8.3			Vis.	RCJ								V				R CAM		STD				
2433926.4	8.3			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433926.5	8.24			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433927.4	8.78			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433928.4	8.15			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2433929.3	8.2			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2433929.5	8.21			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433931.4	8.15			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2433932.4	8.21			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433933.5	8.15			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433937.5	8.08			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2433939.4	8.2			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2433940.6	8.6			Vis.	GRM								V				R CAM		STD				
2433941.4	8.2			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2433942.4	8.72			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433942.5	8.3			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2433943.3	8.35			Vis.	SHWL								Z				R CAM	BAA-VSS	STD				BAAVSS
2433943.7	8.7			Vis.	BGD								V				R CAM		STD				
2433948.6	8.4			Vis.	GRM								V				R CAM		STD				
2433949.6	9.1			Vis.	H								V				R CAM		STD				
2433950.4	9.11			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433953.3	9.34			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433954.3	8.98			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2433957.4	9.52			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433958.19	9.1			Vis.	ELD								V				R CAM		STD				
2433959.5	9.26			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433962.3	9.72			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433966.4	9.96			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433966.5	9.92			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433971.5	10.02			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433972.6	9.9			Vis.	H								V				R CAM		STD				
2433977.5	9.98			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2433981.5	10.55			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2433981.7	11.0			Vis.	RCJ								V				R CAM		STD				
2433983.5	10.3			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2433990.3	11.05			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2433990.5	10.84			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434001.5	<11.92			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434010.5	12.07			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434015.5	12.68			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434028.4	13.0			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434039.4	13.95			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434040.5	13.85			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434040.6	13.56			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434044.5	13.82			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434044.5	13.9			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434060.7	13.1			Vis.	RCJ								V				R CAM		STD				
2434066.5	13.8			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434069.7	12.8			Vis.	BC								V				R CAM		STD				
2434084.5	12.25			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434086.6	11.68			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434088.4	11.9			Vis.	DG								V				R CAM		STD				
2434089.7	11.8			Vis.	GRM								V				R CAM		STD				
2434090.4	11.6			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434090.4	11.7			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434097.4	11.5			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434097.5	11.36			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434099.4	10.86			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434100.7	11.2			Vis.	BC								V				R CAM		STD				
2434102.4	11.5			Vis.	DG								V				R CAM		STD				
2434103.6	11.4			Vis.	H								V				R CAM		STD				
2434104.7	11.3			Vis.	RCJ								V				R CAM		STD				
2434108.5	10.8			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434110.7	10.8			Vis.	BC								V				R CAM		STD				
2434111.4	10.4			Vis.	DG								V				R CAM		STD				
2434111.4	10.5			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434113.7	11.0			Vis.	BC								V				R CAM		STD				
2434114.4	10.78			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434116.5	10.53			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434116.5	10.41			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434117.4	10.2			Vis.	DG								V				R CAM		STD				
2434119.5	10.14			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434119.7	10.5			Vis.	BC								V				R CAM		STD				
2434120.4	10.17			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434120.6	10.3			Vis.	H								V				R CAM		STD				
2434120.7	10.8			Vis.	BC								V				R CAM		STD				
2434121.6	10.5			Vis.	GRM								V				R CAM		STD				
2434123.6	10.6			Vis.	FE								V				R CAM		STD				
2434126.4	10.06			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434127.5	10.16			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434127.7	9.7			Vis.	BC								V				R CAM		STD				
2434128.4	10.02			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434128.4	10.21			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434130.6	10.4			Vis.	FE								V				R CAM		STD				
2434131.4	9.6			Vis.	DG								V				R CAM		STD				
2434131.5	10.16			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434131.6	9.92			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434132.33	10.1			Vis.	ELD								V				R CAM		STD				
2434133.6	9.6			Vis.	FD								V				R CAM		STD				
2434140.5	9.76			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434140.7	9.7			Vis.	KLA								V				R CAM		STD				
2434142.4	9.5			Vis.	DG								V				R CAM		STD				
2434144.5	9.64			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434146.5	9.62			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434148.5	9.64			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434148.5	9.8			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434150.4	9.6			Vis.	DG								V				R CAM		STD				
2434151.6	9.2			Vis.	FE								V				R CAM		STD				
2434153.6	9.1			Vis.	GRM								V				R CAM		STD				
2434154.4	9.22			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434154.5	9.32			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434155.6	9.5			Vis.	KLA								V				R CAM		STD				
2434156.6	9.4			Vis.	H								V				R CAM		STD				
2434160.6	8.7			Vis.	GRM								V				R CAM		STD				
2434160.7	9.2			Vis.	RCJ								V				R CAM		STD				
2434161.5	9.0			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434162.3319	8.8			Vis.	G13								V				R CAM		STD				
2434162.34	8.8			Vis.	ELD								V				R CAM		STD				
2434164.34	8.9			Vis.	CC								V				R CAM		STD				
2434164.6	9.4			Vis.	OBS								V				R CAM		STD				
2434166.7	9.0			Vis.	KLA								V				R CAM		STD				
2434167.4	8.98			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434170.5	9.02			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434171.32	8.8			Vis.	ELD								V				R CAM		STD				
2434172.6	8.1			Vis.	GRM								V				R CAM		STD				
2434174.4	9.09			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434175.5	8.55			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434175.5	8.48			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434178.33	8.3			Vis.	ELD								V				R CAM		STD				
2434179.5	8.25			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434182.5	8.25			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434182.5	8.14			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434186.4	8.2			Vis.	LU								V				R CAM		STD				
2434186.5	8.15			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434187.4	8.25			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434187.5	8.15			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434187.5	8.1			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434187.6	8.1			Vis.	FE								V				R CAM		STD				
2434189.7	8.6			Vis.	RCJ								V				R CAM		STD				
2434189.7	8.4			Vis.	UP								V				R CAM		STD				
2434190.4	8.0			Vis.	CC								V				R CAM		STD				
2434191.39	8.3			Vis.	ELD								V				R CAM		STD				
2434191.5	8.05			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434191.8	8.3			Vis.	LV								V				R CAM		STD				
2434193.4	8.05			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434195.6	8.3			Vis.	H								V				R CAM		STD				
2434197.7	8.2			Vis.	TB								V				R CAM		STD				
2434198.5	8.15			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434200.5	7.95			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434202.5	8.15			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434203.32	8.2			Vis.	ELD								V				R CAM		STD				
2434204.5	8.05			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434207.7	8.3			Vis.	OV								V				R CAM		STD				
2434208.38	8.3			Vis.	ELD								V				R CAM		STD				
2434208.5	8.2			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434211.6	8.1			Vis.	FE								V				R CAM		STD				
2434213.5	8.58			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434213.5	8.35			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434213.7	8.7			Vis.	OBS								V				R CAM		STD				
2434213.7	8.6			Vis.	ZR								V				R CAM		STD				
2434213.8	8.7			Vis.	CR								V				R CAM		STD				
2434216.34	8.6			Vis.	ELD								V				R CAM		STD				
2434216.5	8.96			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434217.36	8.3			Vis.	CC								V				R CAM		STD				
2434217.7	8.9			Vis.	RCJ								V				R CAM		STD				
2434218.5	8.64			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434218.7	9.1			Vis.	BC								V				R CAM		STD				
2434218.7	8.6			Vis.	OV								V				R CAM		STD				
2434219.7	8.8			Vis.	FD								V				R CAM		STD				
2434221.5	9.1			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434222.32	8.4			Vis.	CC								V				R CAM		STD				
2434223.6	8.8			Vis.	GRM								V				R CAM		STD				
2434223.6	9.1			Vis.	H								V				R CAM		STD				
2434224.5	8.78			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434225.33	8.8			Vis.	ELD								V				R CAM		STD				
2434225.5	9.17			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434226.6	8.4			Vis.	FE								V				R CAM		STD				
2434232.28	9.4			Vis.	ELD								V				R CAM		STD				
2434232.7	9.4			Vis.	BC								V				R CAM		STD				
2434235.5	9.37			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434236.38	9.6			Vis.	CC								V				R CAM		STD				
2434238.5	10.01			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434239.6	9.8			Vis.	GRM								V				R CAM		STD				
2434242.6	9.6			Vis.	FE								V				R CAM		STD				
2434242.7	10.0			Vis.	BC								V				R CAM		STD				
2434243.7	9.9			Vis.	UP								V				R CAM		STD				
2434246.4	10.0			Vis.	DG								V				R CAM		STD				
2434247.8	10.1			Vis.	OBS								V				R CAM		STD				
2434248.4	10.31			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434248.5	10.12			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434248.5	10.31			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434248.6	10.6			Vis.	GRM								V				R CAM		STD				
2434249.7	10.0			Vis.	RCJ								V				R CAM		STD				
2434250.5	10.82			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434252.6	10.0			Vis.	FE								V				R CAM		STD				
2434253.29	10.3			Vis.	ELD								V				R CAM		STD				
2434253.5	10.55			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434256.4	10.65			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434260.6	11.5			Vis.	H								V				R CAM		STD				
2434263.5	10.9			Vis.	FE								V				R CAM		STD				
2434266.6	11.7			Vis.	GRM								V				R CAM		STD				
2434268.4	11.22			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434268.4	11.35			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434269.6	11.56			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434272.5	11.7			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434273.7	11.7			Vis.	RCJ								V				R CAM		STD				
2434274.6	11.6			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434277.5	11.9			Vis.	FE								V				R CAM		STD				
2434277.6	12.0			Vis.	CR								V				R CAM		STD				
2434278.4	11.8			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434281.4	11.56			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434283.5	12.05			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434283.6	12.5			Vis.	GRM								V				R CAM		STD				
2434292.5	13.1			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434294.5	12.8			Vis.	FE								V				R CAM		STD				
2434296.4	12.96			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434297.4	13.15			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434298.6	12.6			Vis.	GRM								V				R CAM		STD				
2434301.3	13.4			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434310.5	13.23			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434310.7	13.1			Vis.	RCJ								V				R CAM		STD				
2434321.5	<13.3			Vis.	FE								V				R CAM		STD				
2434325.4	13.43			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434328.4	14.3			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434328.5	12.2			Vis.	RFQ								T				R CAM	BAA-VSS	STD				BAAVSS
2434337.3	13.7			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434339.5	14.0			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434339.6	<13.43			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434351.3	<12.8			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434354.3	13.1			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434369.5	11.92			Vis.	FDJ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434371.5	11.84			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434381.3	11.55			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434394.4	10.3			Vis.	DG								V				R CAM		STD				
2434395.4	10.16			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434398.5	10.12			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434403.4	10.11			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434410.4	9.4			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434413.6	9.3			Vis.	H								V				R CAM		STD				
2434415.4	9.4			Vis.	DG								V				R CAM		STD				
2434416.3	9.32			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434424.4	9.12			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434436.4	9.16			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434437.4	8.88			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434442.4	8.96			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434442.6	9.2			Vis.	H								V				R CAM		STD				
2434444.4	8.84			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434445.4	9.0			Vis.	DG								V				R CAM		STD				
2434448.4	8.99			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434452.4	8.78			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434454.4	8.79			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434454.7	8.5			Vis.	BC								V				R CAM		STD				
2434456.8	9.0			Vis.	RCJ								V				R CAM		STD				
2434458.4	8.25			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434459.6	8.4			Vis.	FE								V				R CAM		STD				
2434459.6	8.7			Vis.	H								V				R CAM		STD				
2434460.7	8.1			Vis.	CR								V				R CAM		STD				
2434461.3	8.35			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434463.7	8.3			Vis.	BC								V				R CAM		STD				
2434464.4	8.35			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434465.24	8.1			Vis.	ELD								V				R CAM		STD				
2434467.4	8.35			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434470.34	8.2			Vis.	ELD								V				R CAM		STD				
2434472.4	8.45			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434472.6	8.2			Vis.	FE								V				R CAM		STD				
2434474.5	8.56			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434474.7	8.0			Vis.	BC								V				R CAM		STD				
2434475.32	8.2			Vis.	ELD								V				R CAM		STD				
2434478.32	8.2			Vis.	ELD								V				R CAM		STD				
2434478.4	8.68			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434481.31	8.3			Vis.	ELD								V				R CAM		STD				
2434481.5	8.25			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434483.6	8.1			Vis.	FE								V				R CAM		STD				
2434484.4	8.6			Vis.	DG								V				R CAM		STD				
2434485.7	8.1			Vis.	BC								V				R CAM		STD				
2434486.31	8.2			Vis.	ELD								V				R CAM		STD				
2434487.4	8.35			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434487.5	8.35			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434488.4	8.45			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434489.7	8.8			Vis.	RCJ								V				R CAM		STD				
2434490.4	8.58			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434490.6	8.6			Vis.	CR								V				R CAM		STD				
2434491.6	8.8			Vis.	H								V				R CAM		STD				
2434491.7	8.2			Vis.	BC								V				R CAM		STD				
2434492.5	8.78			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434492.6	8.7			Vis.	ELD								V				R CAM		STD				
2434496.3	8.9			Vis.	ELD								V				R CAM		STD				
2434499.4	9.2			Vis.	DG								V				R CAM		STD				
2434499.5	9.05			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434501.4	9.07			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434502.6	8.4			Vis.	FE								V				R CAM		STD				
2434504.4	9.33			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434504.7	9.3			Vis.	BC								V				R CAM		STD				
2434506.5	8.98			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434507.34	8.9			Vis.	ELD								V				R CAM		STD				
2434507.5	9.04			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434511.4	9.6			Vis.	DG								V				R CAM		STD				
2434512.7	9.6			Vis.	BC								V				R CAM		STD				
2434514.34	9.4			Vis.	ELD								V				R CAM		STD				
2434516.7	9.8			Vis.	BC								V				R CAM		STD				
2434518.6	9.4			Vis.	GRM								V				R CAM		STD				
2434519.5	9.92			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434522.5	9.96			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434522.6	9.8			Vis.	KLA								V				R CAM		STD				
2434525.4	10.0			Vis.	DG								V				R CAM		STD				
2434529.6	10.3			Vis.	RCJ								V				R CAM		STD				
2434529.7	10.8			Vis.	BC								V				R CAM		STD				
2434531.6	10.5			Vis.	H								V				R CAM		STD				
2434531.7	10.7			Vis.	BC								V				R CAM		STD				
2434532.6	9.2			Vis.	FE								T				R CAM		STD				
2434533.5	10.82			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434537.32	10.6			Vis.	ELD								V				R CAM		STD				
2434538.5	10.7			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434539.5	10.86			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434539.7	11.3			Vis.	KLA								V				R CAM		STD				
2434544.6	11.7			Vis.	H								V				R CAM		STD				
2434552.6	12.0			Vis.	FD								V				R CAM		STD				
2434563.6	12.3			Vis.	FE								V				R CAM		STD				
2434573.5	12.8			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434581.5	13.26			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434582.6	13.45			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434591.6	<13.3			Vis.	FE								V				R CAM		STD				
2434593.5	13.56			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434598.4	13.86			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434601.5	13.86			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434605.5	13.76			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434608.6	12.6			Vis.	GRM								V				R CAM		STD				
2434620.4	13.3			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434621.4	13.23			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434622.5	13.2			Vis.	FE								V				R CAM		STD				
2434626.4	13.02			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434627.5	12.8			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434627.6	12.92			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434628.7	12.6			Vis.	RCJ								V				R CAM		STD				
2434633.4	12.27			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434635.3	11.94			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434638.4	11.94			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434647.5	11.7			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434649.5	11.3			Vis.	FD								V				R CAM		STD				
2434649.6	11.4			Vis.	RCJ								V				R CAM		STD				
2434652.4	11.7			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434652.5	11.1			Vis.	FE								V				R CAM		STD				
2434655.6	10.8			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434656.5	10.75			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434659.4	10.7			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434660.4	10.68			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434662.4	10.7			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434664.5	10.5			Vis.	FE								V				R CAM		STD				
2434668.5	10.38			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434679.4	10.01			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434680.3	9.62			Vis.	HFB								Z				R CAM	BAA-VSS	STD				BAAVSS
2434684.6	9.59			Vis.	AGR								Z				R CAM	BAA-VSS	STD				BAAVSS
2434685.5	9.7			Vis.	FE								V				R CAM		STD				
2434691.5	9.54			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434691.7	9.5			Vis.	RCJ								V				R CAM		STD				
2434698.5	9.1			Vis.	FE								V				R CAM		STD				
2434708.4	8.7			Vis.	FE								V				R CAM		STD				
2434710.4	9.05			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434721.4	9.04			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
2434726.4	8.22			Vis.	RFQ								Z				R CAM	BAA-VSS	STD				BAAVSS
